GENUS,SPECIES
Gordona,
Gordona,aichiensis
Gordona,amarae
Gordona,bronchialis
Gordona,hirsuta
Gordona,hydrophobica
Gordona,rubropertinctus
Gordona,sputi
Gordona,terrae
Gordonia,
Gordonia,aichiensis
Gordonia,alkaliphila
Gordonia,alkanivorans
Gordonia,amarae
Gordonia,amicalis
Gordonia,araii
Gordonia,bronchialis
Gordonia,caeni
Gordonia,cholesterolivorans
Gordonia,defluvii
Gordonia,desulfuricans
Gordonia,effusa
Gordonia,hankookensis
Gordonia,hirsuta
Gordonia,humi
Gordonia,hydrophobica
Gordonia,iterans
Gordonia,jinhuaensis
Gordonia,kroppenstedtii
Gordonia,lacunae
Gordonia,malaquae
Gordonia,namibiensis
Gordonia,neofelifaecis
Gordonia,nitida
Gordonia,otitidis
Gordonia,paraffinivorans
Gordonia,phosphorivorans
Gordonia,polyisoprenivorans
Gordonia,rhizosphera
Gordonia,rubripertincta
Gordonia,rubropertinctus
Gordonia,shandongensis
Gordonia,sihwensis
Gordonia,sinesedis
Gordonia,soli
Gordonia,sputi
Gordonia,terrae
Gordonia,westfalica
Gordonibacter,
Gordonibacter,faecihominis
Gordonibacter,pamelaeae
Gordonibacter,urolithinfaciens
Gracilibacillus,
Gracilibacillus,alcaliphilus
Gracilibacillus,bigeumensis
Gracilibacillus,boraciitolerans
Gracilibacillus,dipsosauri
Gracilibacillus,halophilus
Gracilibacillus,halotolerans
Gracilibacillus,kekensis
Gracilibacillus,lacisalsi
Gracilibacillus,orientalis
Gracilibacillus,saliphilus
Gracilibacillus,thailandensis
Gracilibacillus,ureilyticus
Gracilibacter,
Gracilibacter,thermotolerans
Gracilimonas,
Gracilimonas,mengyeensis
Gracilimonas,rosea
Gracilimonas,tropica
Grahamella,
Grahamella,peromysci
Grahamella,talpae
Gramella,
Gramella,aestuarii
Gramella,echinicola
Gramella,flava
Gramella,gaetbulicola
Gramella,marina
Gramella,oceani
Gramella,planctonica
Gramella,portivictoriae
Granulibacter,
Granulibacter,bethesdensis
Granulicatella,
Granulicatella,adiacens
Granulicatella,balaenopterae
Granulicatella,elegans
Granulicella,
Granulicella,aggregans
Granulicella,arctica
Granulicella,cerasi
Granulicella,mallensis
Granulicella,paludicola
Granulicella,pectinivorans
Granulicella,rosea
Granulicella,sapmiensis
Granulicella,tundricola
Granulicoccus,
Granulicoccus,phenolivorans
Granulosicoccus,
Granulosicoccus,antarcticus
Granulosicoccus,coccoides
Granulosicoccus,marinus
Grimontia,
Grimontia,hollisae
Grimontia,marina
Gryllotalpicola,
Gryllotalpicola,daejeonensis
Gryllotalpicola,ginsengisoli
Gryllotalpicola,koreensis
Gryllotalpicola,kribbensis
Gryllotalpicola,reticulitermitis
Gryllotalpicola,soli
Guggenheimella,
Guggenheimella,bovis
Gulbenkiania,
Gulbenkiania,indica
Gulbenkiania,mobilis
Gulosibacter,
Gulosibacter,chungangensis
Gulosibacter,molinativorax
Gynuella,
Gynuella,sunshinyii
Haematobacter,
Haematobacter,massiliensis
Haematobacter,missouriensis
Haemobartonella,
Haemobartonella,canis
Haemobartonella,felis
Haemobartonella,muris
Haemophilus,
Haemophilus,actinomycetemcomitans
Haemophilus,aegyptius
Haemophilus,aphrophilus
Haemophilus,avium
Haemophilus,ducreyi
Haemophilus,equigenitalis
Haemophilus,felis
Haemophilus,haemoglobinophilus
Haemophilus,haemolyticus
Haemophilus,influenzae
Haemophilus,paracuniculus
Haemophilus,paragallinarum
Haemophilus,parahaemolyticus
Haemophilus,parainfluenzae
Haemophilus,paraphrohaemolyticus
Haemophilus,paraphrophilus
Haemophilus,parasuis
Haemophilus,piscium
Haemophilus,pittmaniae
Haemophilus,pleuropneumoniae
Haemophilus,sputorum
Haemophilus,vaginalis
Hafnia,
Hafnia,alvei
Hafnia,paralvei
Hafnia,psychrotolerans
Hahella,
Hahella,antarctica
Hahella,chejuensis
Hahella,ganghwensis
Haladaptatus,
Haladaptatus,cibarius
Haladaptatus,litoreus
Haladaptatus,pallidirubidus
Haladaptatus,paucihalophilus
Halalkalibacillus,
Halalkalibacillus,halophilus
Halalkalicoccus,
Halalkalicoccus,jeotgali
Halalkalicoccus,paucihalophilus
Halalkalicoccus,tibetensis
Halanaerobacter,
Halanaerobacter,chitinivorans
Halanaerobacter,jeridensis
Halanaerobacter,lacunarum
Halanaerobacter,salinarius
Halanaerobaculum,
Halanaerobaculum,tunisiense
Halanaerobium,
Halanaerobium,acetethylicum
Halanaerobium,alcaliphilum
Halanaerobium,congolense
Halanaerobium,fermentans
Halanaerobium,kushneri
Halanaerobium,lacusrosei
Halanaerobium,praevalens
Halanaerobium,saccharolyticum
Halanaerobium,saccharolyticum
Halanaerobium,saccharolyticum
Halanaerobium,salsuginis
Halanaerobium,sehlinense
Halapricum,
Halapricum,salinum
Halarchaeum,
Halarchaeum,acidiphilum
Halarchaeum,nitratireducens
Halarchaeum,rubridurum
Halarchaeum,salinum
Halarchaeum,solikamskense
Halarsenatibacter,
Halarsenatibacter,silvermanii
Haliangium,
Haliangium,ochraceum
Haliangium,tepidum
Haliea,
Haliea,mediterranea
Haliea,rubra
Haliea,salexigens
Halioglobus,
Halioglobus,japonicus
Halioglobus,pacificus
Haliscomenobacter,
Haliscomenobacter,hydrossis
Hallella,
Hallella,seregens
Haloactinobacterium,
Haloactinobacterium,album
Haloactinopolyspora,
Haloactinopolyspora,alba
Haloactinopolyspora,alkaliphila
Haloactinospora,
Haloactinospora,alba
Haloarchaeobius,
Haloarchaeobius,iranensis
Haloarchaeobius,litoreus
Haloarchaeobius,salinus
Haloarcula,
Haloarcula,amylolytica
Haloarcula,argentinensis
Haloarcula,hispanica
Haloarcula,japonica
Haloarcula,marismortui
Haloarcula,mukohataei
Haloarcula,quadrata
Haloarcula,salaria
Haloarcula,tradensis
Haloarcula,vallismortis
Halobacillus,
Halobacillus,aidingensis
Halobacillus,alkaliphilus
Halobacillus,campisalis
Halobacillus,dabanensis
Halobacillus,faecis
Halobacillus,halophilus
Halobacillus,karajensis
Halobacillus,kuroshimensis
Halobacillus,litoralis
Halobacillus,locisalis
Halobacillus,mangrovi
Halobacillus,naozhouensis
Halobacillus,profundi
Halobacillus,salinus
Halobacillus,salsuginis
Halobacillus,seohaensis
Halobacillus,trueperi
Halobacillus,yeomjeoni
Halobacteriovorax,
Halobacteriovorax,litoralis
Halobacteriovorax,marinus
Halobacterium,
Halobacterium,cutirubrum
Halobacterium,denitrificans
Halobacterium,distributum
Halobacterium,halobium
Halobacterium,jilantaiense
Halobacterium,lacusprofundi
Halobacterium,mediterranei
Halobacterium,noricense
Halobacterium,pharaonis
Halobacterium,piscisalsi
Halobacterium,rubrum
Halobacterium,saccharovorum
Halobacterium,salinarium
Halobacterium,salinarum
Halobacterium,sodomense
Halobacterium,trapanicum
Halobacterium,vallismortis
Halobacterium,volcanii
Halobacteroides,
Halobacteroides,acetoethylicus
Halobacteroides,elegans
Halobacteroides,halobius
Halobacteroides,lacunaris
Halobaculum,
Halobaculum,gomorrense
Halobaculum,magnesiiphilum
Halobellus,
Halobellus,clavatus
Halobellus,inordinatus
Halobellus,limi
Halobellus,litoreus
Halobellus,rarus
Halobellus,rufus
Halobellus,salinus
Halobiforma,
Halobiforma,haloterrestris
Halobiforma,lacisalsi
Halobiforma,nitratireducens
Halocella,
Halocella,cellulosilytica
Halochromatium,
Halochromatium,glycolicum
Halochromatium,roseum
Halochromatium,salexigens
Halococcus,
Halococcus,dombrowskii
Halococcus,hamelinensis
Halococcus,morrhuae
Halococcus,qingdaonensis
Halococcus,saccharolyticus
Halococcus,salifodinae
Halococcus,sediminicola
Halococcus,thailandensis
Halococcus,turkmenicus
Halocynthiibacter,
Halocynthiibacter,namhaensis
Haloechinothrix,
Haloechinothrix,alba
Haloferax,
Haloferax,alexandrinus
Haloferax,chudinovii
Haloferax,denitrificans
Haloferax,elongans
Haloferax,gibbonsii
Haloferax,larsenii
Haloferax,lucentense
Haloferax,mediterranei
Haloferax,mucosum
Haloferax,prahovense
Haloferax,sulfurifontis
Haloferax,volcanii
Haloferula,
Haloferula,chungangensis
Haloferula,harenae
Haloferula,helveola
Haloferula,luteola
Haloferula,phyci
Haloferula,rosea
Haloferula,sargassicola
Halogeometricum,
Halogeometricum,borinquense
Halogeometricum,limi
Halogeometricum,pallidum
Halogeometricum,rufum
Haloglycomyces,
Haloglycomyces,albus
Halogranum,
Halogranum,amylolyticum
Halogranum,gelatinilyticum
Halogranum,rubrum
Halogranum,salarium
Halohasta,
Halohasta,litchfieldiae
Halohasta,litorea
Haloincola,
Haloincola,saccharolytica
Haloincola,saccharolytica
Haloincola,saccharolytica
Haloincola,saccharolyticus
Haloincola,saccharolyticus
Haloincola,saccharolyticus
Halolactibacillus,
Halolactibacillus,alkaliphilus
Halolactibacillus,halophilus
Halolactibacillus,miurensis
Halolamina,
Halolamina,pelagica
Halolamina,rubra
Halolamina,salifodinae
Halolamina,salina
Halomarina,
Halomarina,oriensis
Halomethanococcus,
Halomethanococcus,doii
Halomicroarcula,
Halomicroarcula,limicola
Halomicroarcula,pellucida
Halomicrobium,
Halomicrobium,katesii
Halomicrobium,mukohataei
Halomicrobium,zhouii
Halomonas,
Halomonas,alimentaria
Halomonas,alkaliantarctica
Halomonas,alkaliphila
Halomonas,almeriensis
Halomonas,andesensis
Halomonas,anticariensis
Halomonas,aquamarina
Halomonas,arcis
Halomonas,avicenniae
Halomonas,axialensis
Halomonas,beimenensis
Halomonas,boliviensis
Halomonas,campaniensis
Halomonas,campisalis
Halomonas,canadensis
Halomonas,caseinilytica
Halomonas,cerina
Halomonas,cibimaris
Halomonas,cupida
Halomonas,daqiaonensis
Halomonas,daqingensis
Halomonas,denitrificans
Halomonas,desiderata
Halomonas,elongata
Halomonas,eurihalina
Halomonas,flava
Halomonas,fontilapidosi
Halomonas,gomseomensis
Halomonas,gudaonensis
Halomonas,halmophila
Halomonas,halocynthiae
Halomonas,halodenitrificans
Halomonas,halodurans
Halomonas,halophila
Halomonas,hamiltonii
Halomonas,huangheensis
Halomonas,hydrothermalis
Halomonas,ilicicola
Halomonas,indalinina
Halomonas,israelensis
Halomonas,janggokensis
Halomonas,jeotgali
Halomonas,johnsoniae
Halomonas,kenyensis
Halomonas,koreensis
Halomonas,korlensis
Halomonas,kribbensis
Halomonas,lutea
Halomonas,magadiensis
Halomonas,marina
Halomonas,marisflavae
Halomonas,marisflavi
Halomonas,maura
Halomonas,meridiana
Halomonas,mongoliensis
Halomonas,muralis
Halomonas,nanhaiensis
Halomonas,neptunia
Halomonas,nitroreducens
Halomonas,olivaria
Halomonas,organivorans
Halomonas,pacifica
Halomonas,pantelleriense
Halomonas,pantelleriensis
Halomonas,qiaohouensis
Halomonas,qijiaojingensis
Halomonas,ramblicola
Halomonas,rifensis
Halomonas,sabkhae
Halomonas,saccharevitans
Halomonas,salaria
Halomonas,salifodinae
Halomonas,salina
Halomonas,shengliensis
Halomonas,sinaiensis
Halomonas,smyrnensis
Halomonas,songnenensis
Halomonas,stenophila
Halomonas,stevensii
Halomonas,subglaciescola
Halomonas,subterranea
Halomonas,sulfidaeris
Halomonas,taeanensis
Halomonas,titanicae
Halomonas,utahensis
Halomonas,variabilis
Halomonas,ventosae
Halomonas,venusta
Halomonas,vilamensis
Halomonas,xianhensis
Halomonas,xinjiangensis
Halomonas,zhanjiangensis
Halomonas,zincidurans
Halonatronum,
Halonatronum,saccharophilum
Halonotius,
Halonotius,pteroides
Halopelagius,
Halopelagius,fulvigenes
Halopelagius,inordinatus
Halopelagius,longus
Halopenitus,
Halopenitus,malekzadehii
Halopenitus,persicus
Halopenitus,salinus
Halopiger,
Halopiger,aswanensis
Halopiger,salifodinae
Halopiger,xanaduensis
Haloplanus,
Haloplanus,aerogenes
Haloplanus,litoreus
Haloplanus,natans
Haloplanus,ruber
Haloplanus,salinus
Haloplanus,vescus
Haloplasma,
Haloplasma,contractile
Halopolyspora,
Halopolyspora,alba
Haloquadratum,
Haloquadratum,walsbyi
Halorhabdus,
Halorhabdus,tiamatea
Halorhabdus,utahensis
Halorhodospira,
Halorhodospira,abdelmalekii
Halorhodospira,halochloris
Halorhodospira,halophila
Halorhodospira,neutriphila
Halorientalis,
Halorientalis,persicus
Halorientalis,regularis
Halorubellus,
Halorubellus,litoreus
Halorubellus,salinus
Halorubrobacterium,
Halorubrobacterium,coriense
Halorubrobacterium,coriensis
Halorubrobacterium,distributum
Halorubrobacterium,lacusprofundi
Halorubrobacterium,saccharovorum
Halorubrobacterium,sodomense
Halorubrum,
Halorubrum,aidingense
Halorubrum,alkaliphilum
Halorubrum,aquaticum
Halorubrum,arcis
Halorubrum,californiense
Halorubrum,chaoviator
Halorubrum,cibi
Halorubrum,coriense
Halorubrum,distributum
Halorubrum,ejinorense
Halorubrum,ezzemoulense
Halorubrum,halophilum
Halorubrum,kocurii
Halorubrum,lacusprofundi
Halorubrum,lipolyticum
Halorubrum,litoreum
Halorubrum,luteum
Halorubrum,orientale
Halorubrum,rubrum
Halorubrum,saccharovorum
Halorubrum,salinum
Halorubrum,sodomense
Halorubrum,tebenquichense
Halorubrum,terrestre
Halorubrum,tibetense
Halorubrum,trapanicum
Halorubrum,vacuolatum
Halorubrum,xinjiangense
Halorussus,
Halorussus,rarus
Halosarcina,
Halosarcina,limi
Halosarcina,pallida
Halosimplex,
Halosimplex,carlsbadense
Halosimplex,pelagicum
Halosimplex,rubrum
Halospina,
Halospina,denitrificans
Halospirulina,
Halospirulina,tapeticola
Halostagnicola,
Halostagnicola,alkaliphila
Halostagnicola,bangensis
Halostagnicola,kamekurae
Halostagnicola,larsenii
Halotalea,
Halotalea,alkalilenta
Haloterrigena,
Haloterrigena,daqingensis
Haloterrigena,hispanica
Haloterrigena,jeotgali
Haloterrigena,limicola
Haloterrigena,longa
Haloterrigena,saccharevitans
Haloterrigena,salina
Haloterrigena,thermotolerans
Haloterrigena,turkmenica
Halothermothrix,
Halothermothrix,orenii
Halothiobacillus,
Halothiobacillus,halophilus
Halothiobacillus,hydrothermalis
Halothiobacillus,kellyi
Halothiobacillus,neapolitanus
Halovenus,
Halovenus,aranensis
Halovibrio,
Halovibrio,denitrificans
Halovibrio,variabilis
Halovivax,
Halovivax,asiaticus
Halovivax,cerinus
Halovivax,limisalsi
Halovivax,ruber
Hamadaea,
Hamadaea,tsunoensis
Hansschlegelia,
Hansschlegelia,beijingensis
Hansschlegelia,plantiphila
Hansschlegelia,zhihuaiae
Hanstruepera,
Hanstruepera,neustonica
Hartmannibacter,
Hartmannibacter,diazotrophicus
Hasllibacter,
Hasllibacter,halocynthiae
Hazenella,
Hazenella,coriacea
Helcobacillus,
Helcobacillus,massiliensis
Helcococcus,
Helcococcus,kunzii
Helcococcus,ovis
Helcococcus,sueciensis
Helicobacter,
Helicobacter,acinonychis
Helicobacter,anseris
Helicobacter,aurati
Helicobacter,baculiformis
Helicobacter,bilis
Helicobacter,bizzozeronii
Helicobacter,brantae
Helicobacter,canadensis
Helicobacter,canis
Helicobacter,cetorum
Helicobacter,cholecystus
Helicobacter,cinaedi
Helicobacter,cynogastricus
Helicobacter,equorum
Helicobacter,felis
Helicobacter,fennelliae
Helicobacter,ganmani
Helicobacter,heilmannii
Helicobacter,hepaticus
Helicobacter,macacae
Helicobacter,marmotae
Helicobacter,mastomyrinus
Helicobacter,mesocricetorum
Helicobacter,muridarum
Helicobacter,mustelae
Helicobacter,nemestrinae
Helicobacter,pametensis
Helicobacter,pullorum
Helicobacter,pylori
Helicobacter,rodentium
Helicobacter,salomonis
Helicobacter,suis
Helicobacter,trogontum
Helicobacter,typhlonius
Helicobacter,valdiviensis
Helicobasidium,xiamenensis
Heliimonas,
Heliimonas,saccharivorans
Heliobacillus,
Heliobacillus,mobilis
Heliobacterium,
Heliobacterium,chlorum
Heliobacterium,gestii
Heliobacterium,modesticaldum
Heliobacterium,sulfidophilum
Heliobacterium,undosum
Heliophilum,
Heliophilum,fasciatum
Heliorestis,
Heliorestis,baculata
Heliorestis,daurensis
Heliothrix,
Heliothrix,oregonensis
Hellea,
Hellea,balneolensis
Henriciella,
Henriciella,aquimarina
Henriciella,litoralis
Henriciella,marina
Hephaestia,
Hephaestia,caeni
Herbaspirillum,
Herbaspirillum,aquaticum
Herbaspirillum,aurantiacum
Herbaspirillum,autotrophicum
Herbaspirillum,canariense
Herbaspirillum,chlorophenolicum
Herbaspirillum,frisingense
Herbaspirillum,hiltneri
Herbaspirillum,huttiense
Herbaspirillum,huttiense
Herbaspirillum,huttiense
Herbaspirillum,lusitanum
Herbaspirillum,massiliense
Herbaspirillum,psychrotolerans
Herbaspirillum,putei
Herbaspirillum,rhizosphaerae
Herbaspirillum,rubrisubalbicans
Herbaspirillum,seropedicae
Herbaspirillum,soli
Herbiconiux,
Herbiconiux,flava
Herbiconiux,ginsengi
Herbiconiux,moechotypicola
Herbiconiux,solani
Herbidospora,
Herbidospora,cretacea
Herbidospora,daliensis
Herbidospora,mongoliensis
Herbidospora,osyris
Herbidospora,sakaeratensis
Herbidospora,yilanensis
Herminiimonas,
Herminiimonas,aquatilis
Herminiimonas,arsenicoxydans
Herminiimonas,contaminans
Herminiimonas,fonticola
Herminiimonas,glaciei
Herminiimonas,saxobsidens
Herpetosiphon,
Herpetosiphon,aurantiacus
Herpetosiphon,cohaerens
Herpetosiphon,geysericola
Herpetosiphon,nigricans
Herpetosiphon,persicus
Hespellia,
Hespellia,porcina
Hespellia,stercorisuis
Hippea,
Hippea,alviniae
Hippea,jasoniae
Hippea,maritima
Hirschia,
Hirschia,baltica
Hirschia,litorea
Hirschia,maritima
Histophilus,
Histophilus,somni
Hoeflea,
Hoeflea,alexandrii
Hoeflea,anabaenae
Hoeflea,halophila
Hoeflea,marina
Hoeflea,phototrophica
Hoeflea,suaedae
Holdemanella,
Holdemanella,biformis
Holdemania,
Holdemania,filiformis
Hollandina,
Hollandina,pterotermitidis
Holophaga,
Holophaga,foetida
Holospora,
Holospora,caryophila
Holospora,elegans
Holospora,obtusa
Holospora,undulata
Homoserinibacter,
Homoserinibacter,gongjuensis
Homoserinimonas,
Homoserinimonas,aerilata
Hongia,
Hongia,koreensis
Hongiella,
Hongiella,halophila
Hongiella,mannitolivorans
Hongiella,marincola
Hongiella,ornithinivorans
Hoppeia,
Hoppeia,youngheungensis
Howardella,
Howardella,ureilytica
Hoyosella,
Hoyosella,altamirensis
Huaishuia,
Huaishuia,halophila
Huanghella,
Huanghella,arctica
Humibacillus,
Humibacillus,xanthopallidus
Humibacter,
Humibacter,albus
Humibacter,antri
Humicoccus,
Humicoccus,flavidus
Humihabitans,
Humihabitans,oryzae
Humitalea,
Humitalea,rosea
Hungatella,
Hungatella,effluvii
Hungatella,hathewayi
Hwangdonia,
Hwangdonia,seohaensis
Hwanghaeicola,
Hwanghaeicola,aestuarii
Hyalangium,
Hyalangium,minutum
Hydrobacter,
Hydrobacter,penzbergensis
Hydrocarboniphaga,
Hydrocarboniphaga,daqingensis
Hydrocarboniphaga,effusa
Hydrogenibacillus,
Hydrogenibacillus,schlegelii
Hydrogenimonas,
Hydrogenimonas,thermophila
Hydrogenispora,
Hydrogenispora,ethanolica
Hydrogenivirga,
Hydrogenivirga,caldilitoris
Hydrogenivirga,okinawensis
Hydrogenoanaerobacterium,
Hydrogenoanaerobacterium,saccharovorans
Hydrogenobacter,
Hydrogenobacter,acidophilus
Hydrogenobacter,hydrogenophilus
Hydrogenobacter,subterraneus
Hydrogenobacter,thermophilus
Hydrogenobaculum,
Hydrogenobaculum,acidophilum
Hydrogenophaga,
Hydrogenophaga,atypica
Hydrogenophaga,bisanensis
Hydrogenophaga,caeni
Hydrogenophaga,defluvii
Hydrogenophaga,flava
Hydrogenophaga,intermedia
Hydrogenophaga,palleronii
Hydrogenophaga,pseudoflava
Hydrogenophaga,taeniospiralis
Hydrogenophilus,
Hydrogenophilus,hirschii
Hydrogenophilus,islandicus
Hydrogenophilus,thermoluteolus
Hydrogenothermus,
Hydrogenothermus,marinus
Hydrogenovibrio,
Hydrogenovibrio,marinus
Hydrotalea,
Hydrotalea,flava
Hydrotalea,sandarakina
Hylemonella,
Hylemonella,gracilis
Hymenobacter,
Hymenobacter,actinosclerus
Hymenobacter,aerophilus
Hymenobacter,algoricola
Hymenobacter,antarcticus
Hymenobacter,arcticus
Hymenobacter,arizonensis
Hymenobacter,chitinivorans
Hymenobacter,daecheongensis
Hymenobacter,deserti
Hymenobacter,elongatus
Hymenobacter,fastidiosus
Hymenobacter,flocculans
Hymenobacter,gelipurpurascens
Hymenobacter,ginsengisoli
Hymenobacter,glaciei
Hymenobacter,kanuolensis
Hymenobacter,koreensis
Hymenobacter,metalli
Hymenobacter,norwichensis
Hymenobacter,ocellatus
Hymenobacter,perfusus
Hymenobacter,psychrophilus
Hymenobacter,psychrotolerans
Hymenobacter,qilianensis
Hymenobacter,rigui
Hymenobacter,roseosalivarius
Hymenobacter,roseus
Hymenobacter,ruber
Hymenobacter,saemangeumensis
Hymenobacter,soli
Hymenobacter,tibetensis
Hymenobacter,xinjiangensis
Hymenobacter,yonginensis
Hyperthermus,
Hyperthermus,butylicus
Hyphomicrobium,
Hyphomicrobium,aestuarii
Hyphomicrobium,chloromethanicum
Hyphomicrobium,coagulans
Hyphomicrobium,denitrificans
Hyphomicrobium,facile
Hyphomicrobium,facile
Hyphomicrobium,facile
Hyphomicrobium,facile
Hyphomicrobium,facilis
Hyphomicrobium,facilis
Hyphomicrobium,facilis
Hyphomicrobium,facilis
Hyphomicrobium,hollandicum
Hyphomicrobium,indicum
Hyphomicrobium,methylovorum
Hyphomicrobium,neptunium
Hyphomicrobium,nitrativorans
Hyphomicrobium,sulfonivorans
Hyphomicrobium,vulgare
Hyphomicrobium,zavarzinii
Hyphomonas,
Hyphomonas,adhaerens
Hyphomonas,atlantica
Hyphomonas,beringensis
Hyphomonas,chukchiensis
Hyphomonas,hirschiana
Hyphomonas,jannaschiana
Hyphomonas,johnsonii
Hyphomonas,neptunium
Hyphomonas,oceanitis
Hyphomonas,polymorpha
Hyphomonas,rosenbergii
Hyunsoonleella,
Hyunsoonleella,jejuensis
Iamia,
Iamia,majanohamensis
Ideonella,
Ideonella,azotifigens
Ideonella,dechloratans
Idiomarina,
Idiomarina,abyssalis
Idiomarina,aestuarii
Idiomarina,aquimaris
Idiomarina,baltica
Idiomarina,donghaiensis
Idiomarina,fontislapidosi
Idiomarina,homiensis
Idiomarina,indica
Idiomarina,insulisalsae
Idiomarina,loihiensis
Idiomarina,marina
Idiomarina,maris
Idiomarina,maritima
Idiomarina,piscisalsi
Idiomarina,planktonica
Idiomarina,ramblicola
Idiomarina,salinarum
Idiomarina,sediminum
Idiomarina,seosinensis
Idiomarina,tainanensis
Idiomarina,taiwanensis
Idiomarina,xiamenensis
